KayitZamani,PaketNumarasi,Irtifa,Hiz,Enlem,Boylam,IvmeX,IvmeY,IvmeZ,GyroX,GyroY,GyroZ,FaEnlem,FaBoylam,FaBasinc
2026-05-10 15:18:43,46,661.8,39.6,39.905346,32.804946,0.99,6.38,-8.54,2.93,8.76,-0.56,39.906346,32.805946,937.4
2026-05-10 15:18:43,46,666.3,45.7,39.905347,32.804947,-3.35,2.97,-9.50,2.43,11.24,-0.19,39.906347,32.805947,936.9
2026-05-10 15:18:43,47,662.7,44.5,39.905348,32.804948,3.43,0.48,-9.87,3.11,14.29,-0.21,39.906348,32.805948,937.3
2026-05-10 15:18:43,48,689.1,46.9,39.905349,32.804949,-2.86,2.58,-9.42,4.07,15.92,0.30,39.906349,32.805949,934.3
2026-05-10 15:18:44,49,707.5,45.3,39.905350,32.804950,-0.69,0.24,-10.05,1.23,18.76,0.62,39.906350,32.805950,932.3
2026-05-10 15:18:44,50,709.3,46.5,39.905351,32.804951,-1.33,-2.59,-9.94,2.10,17.08,0.89,39.906351,32.805951,932.1
2026-05-10 15:18:44,51,722.1,46.7,39.905352,32.804952,2.42,3.28,-9.76,2.65,5.40,0.55,39.906352,32.805952,930.7
2026-05-10 15:18:44,52,725.6,47.4,39.905353,32.804953,0.96,2.24,-10.97,3.81,9.85,0.62,39.906353,32.805953,930.3
2026-05-10 15:18:44,53,728.1,45.2,39.905354,32.804954,-3.31,-0.38,-9.62,2.62,6.23,-0.36,39.906354,32.805954,930.1
2026-05-10 15:18:44,54,760.5,46.4,39.905355,32.804955,2.12,-1.09,-10.55,2.93,16.91,0.23,39.906355,32.805955,926.5
2026-05-10 15:18:44,55,772.4,53.7,39.905356,32.804956,1.74,-1.38,-9.59,3.30,5.93,0.52,39.906356,32.805956,925.2
2026-05-10 15:18:44,56,781.2,50.2,39.905357,32.804957,1.23,-0.18,-10.28,3.28,16.36,0.59,39.906357,32.805957,924.3
2026-05-10 15:18:44,57,812.8,51.2,39.905358,32.804958,-1.21,0.42,-9.58,2.48,9.18,-1.08,39.906358,32.805958,920.8
2026-05-10 15:18:44,58,824.7,56.9,39.905359,32.804959,-0.76,-2.96,-9.70,3.26,9.45,0.78,39.906359,32.805959,919.6
2026-05-10 15:18:45,59,817.4,50.7,39.905360,32.804960,2.06,-0.23,-10.83,3.78,10.18,-0.12,39.906360,32.805960,920.3
2026-05-10 15:18:45,60,836.2,52.9,39.905361,32.804961,-0.06,-0.91,-8.93,2.45,6.40,-2.03,39.906361,32.805961,918.3
2026-05-10 15:18:45,61,839.0,56.6,39.905362,32.804962,3.74,-0.21,-12.85,2.42,4.52,0.92,39.906362,32.805962,918.0
2026-05-10 15:18:45,62,876.4,58.8,39.905363,32.804963,-2.47,1.81,-10.07,2.54,6.76,-0.82,39.906363,32.805963,914.0
2026-05-10 15:18:45,63,876.2,59.2,39.905364,32.804964,0.53,2.27,-9.66,4.29,12.24,1.06,39.906364,32.805964,914.0
2026-05-10 15:18:45,64,896.0,57.9,39.905365,32.804965,3.90,2.97,-9.32,3.99,11.49,-0.27,39.906365,32.805965,911.9
2026-05-10 15:18:45,65,920.7,58.0,39.905366,32.804966,-0.96,2.79,-10.21,3.29,5.79,0.38,39.906366,32.805966,909.2
2026-05-10 15:18:45,66,923.3,59.5,39.905367,32.804967,0.81,3.37,-12.02,4.00,8.46,-1.19,39.906367,32.805967,909.0
2026-05-10 15:18:45,67,944.0,55.8,39.905368,32.804968,0.21,-2.08,-9.23,3.83,6.88,2.50,39.906368,32.805968,906.7
2026-05-10 15:18:45,68,930.7,59.9,39.905369,32.804969,2.05,0.74,-9.90,2.49,3.95,-1.33,39.906369,32.805969,908.2
2026-05-10 15:18:46,69,953.4,61.1,39.905370,32.804970,0.85,3.16,-7.40,3.22,10.98,0.12,39.906370,32.805970,905.7
2026-05-10 15:18:46,70,969.9,59.8,39.905371,32.804971,-0.87,-2.56,-9.93,4.08,12.79,-0.53,39.906371,32.805971,904.0
2026-05-10 15:18:46,71,981.9,63.1,39.905372,32.804972,3.88,-2.45,-8.32,3.84,8.51,0.08,39.906372,32.805972,902.7
2026-05-10 15:18:46,72,996.1,63.2,39.905373,32.804973,-0.65,-6.79,-8.42,3.25,3.23,1.10,39.906373,32.805973,901.2
2026-05-10 15:18:46,73,1019.4,67.3,39.905374,32.804974,4.85,4.60,-9.66,2.59,12.85,0.66,39.906374,32.805974,898.7
2026-05-10 15:18:46,74,1026.5,65.2,39.905375,32.804975,-4.93,0.32,-9.79,3.65,6.25,-0.68,39.906375,32.805975,898.0
2026-05-10 15:18:46,75,1045.8,64.4,39.905376,32.804976,0.99,-3.13,-7.36,2.47,5.20,-1.99,39.906376,32.805976,895.9
2026-05-10 15:18:46,76,1025.1,64.1,39.905377,32.804977,-1.99,-2.18,-11.95,3.39,4.86,0.60,39.906377,32.805977,898.1
2026-05-10 15:18:46,77,1063.2,67.8,39.905378,32.804978,3.29,-0.70,-10.43,4.40,21.82,-1.80,39.906378,32.805978,894.1
2026-05-10 15:18:47,78,1070.5,70.5,39.905379,32.804979,0.51,4.37,-8.53,4.30,1.94,-0.59,39.906379,32.805979,893.3
2026-05-10 15:18:47,79,1094.8,70.0,39.905380,32.804980,-0.62,0.14,-10.67,3.16,4.23,0.40,39.906380,32.805980,890.8
2026-05-10 15:18:47,80,1111.7,67.2,39.905381,32.804981,5.83,-1.21,-10.18,5.50,10.92,0.10,39.906381,32.805981,889.0
2026-05-10 15:18:47,81,1114.4,68.6,39.905382,32.804982,2.37,-1.21,-9.48,2.82,5.05,-0.65,39.906382,32.805982,888.7
2026-05-10 15:18:47,82,1113.7,72.8,39.905383,32.804983,-0.54,-0.90,-8.95,3.88,13.43,0.16,39.906383,32.805983,888.8
2026-05-10 15:18:47,83,1141.8,69.6,39.905384,32.804984,2.29,0.78,-12.54,1.70,15.30,-0.12,39.906384,32.805984,885.9
2026-05-10 15:18:47,84,1167.7,73.5,39.905385,32.804985,3.56,0.40,-8.60,2.75,8.31,1.44,39.906385,32.805985,883.2
2026-05-10 15:18:47,85,1154.1,74.7,39.905386,32.804986,-0.12,-2.21,-9.52,5.78,-1.33,0.10,39.906386,32.805986,884.6
2026-05-10 15:18:47,86,1154.8,70.0,39.905387,32.804987,-1.55,-2.16,-10.29,2.09,5.17,0.04,39.906387,32.805987,884.5
2026-05-10 15:18:47,87,1181.8,78.6,39.905388,32.804988,0.34,0.10,-8.26,3.93,1.83,-0.20,39.906388,32.805988,881.7
2026-05-10 15:18:48,88,1203.7,75.7,39.905389,32.804989,-1.26,1.26,-12.61,2.44,0.71,0.69,39.906389,32.805989,879.5
2026-05-10 15:18:48,89,1210.3,77.1,39.905390,32.804990,3.01,0.71,-8.50,1.87,10.58,0.29,39.906390,32.805990,878.8
2026-05-10 15:18:48,90,1239.1,77.6,39.905391,32.804991,1.57,5.32,-9.28,1.29,10.30,0.33,39.906391,32.805991,875.8
2026-05-10 15:18:48,91,1224.7,76.8,39.905392,32.804992,-2.19,0.28,-8.84,3.53,6.88,-0.13,39.906392,32.805992,877.3
2026-05-10 15:18:48,92,1255.4,84.1,39.905393,32.804993,-0.57,0.81,-10.57,6.06,11.30,-0.58,39.906393,32.805993,874.1
2026-05-10 15:18:48,93,1274.2,80.5,39.905394,32.804994,-4.23,-1.42,-8.08,5.24,9.55,-0.76,39.906394,32.805994,872.2
2026-05-10 15:18:48,94,1281.7,78.9,39.905395,32.804995,-0.60,1.42,-10.52,4.10,13.88,-0.85,39.906395,32.805995,871.4
2026-05-10 15:18:48,95,1287.1,79.0,39.905396,32.804996,-1.67,0.05,-8.25,5.78,5.88,0.26,39.906396,32.805996,870.9
2026-05-10 15:18:48,96,1295.6,81.8,39.905397,32.804997,-3.82,2.26,-10.51,3.63,11.76,1.32,39.906397,32.805997,870.0
2026-05-10 15:18:49,97,1318.2,80.1,39.905398,32.804998,2.51,1.17,-9.88,3.96,16.96,1.19,39.906398,32.805998,867.7
2026-05-10 15:18:49,98,1306.9,82.5,39.905399,32.804999,-0.78,1.72,-10.63,4.50,7.22,-0.00,39.906399,32.805999,868.8
2026-05-10 15:18:49,99,1348.0,85.6,39.905400,32.805000,2.69,4.76,-10.64,4.59,9.80,-0.10,39.906400,32.806000,864.6
2026-05-10 15:18:49,100,1356.9,88.6,39.905401,32.805001,1.21,1.58,-10.46,5.89,8.99,-1.77,39.906401,32.806001,863.7
2026-05-10 15:18:49,101,1370.2,85.4,39.905402,32.805002,-0.72,-2.38,-7.69,4.17,11.60,0.17,39.906402,32.806002,862.4
2026-05-10 15:18:49,102,1374.6,88.6,39.905403,32.805003,1.20,2.43,-9.28,3.87,11.83,0.22,39.906403,32.806003,861.9
2026-05-10 15:18:49,103,1399.3,85.1,39.905404,32.805004,3.19,-0.13,-8.37,3.06,11.22,1.11,39.906404,32.806004,859.4
2026-05-10 15:18:49,104,1407.3,90.1,39.905405,32.805005,1.59,-0.99,-11.24,6.41,10.26,-2.39,39.906405,32.806005,858.6
2026-05-10 15:18:49,105,1412.7,89.6,39.905406,32.805006,-3.26,3.73,-9.54,3.60,7.05,0.09,39.906406,32.806006,858.1
2026-05-10 15:18:50,106,1437.9,90.8,39.905407,32.805007,-0.32,1.34,-10.22,2.28,-4.81,0.91,39.906407,32.806007,855.6
2026-05-10 15:18:50,107,1438.1,91.9,39.905408,32.805008,0.24,0.10,-8.25,3.98,17.90,2.44,39.906408,32.806008,855.5
2026-05-10 15:18:50,108,1456.7,92.5,39.905409,32.805009,0.53,2.44,-9.49,3.87,4.64,-0.69,39.906409,32.806009,853.7
2026-05-10 15:18:50,109,1478.9,91.3,39.905410,32.805010,0.51,-0.22,-7.27,3.51,12.27,-1.04,39.906410,32.806010,851.4
2026-05-10 15:18:50,110,1476.2,91.2,39.905411,32.805011,-2.65,3.18,-8.54,4.83,13.65,2.60,39.906411,32.806011,851.7
2026-05-10 15:18:50,111,1482.2,93.9,39.905412,32.805012,-0.08,-3.97,-8.39,5.42,9.19,0.81,39.906412,32.806012,851.1
2026-05-10 15:18:50,112,1496.4,96.1,39.905413,32.805013,-3.16,0.96,-10.66,1.87,9.30,0.79,39.906413,32.806013,849.7
2026-05-10 15:18:50,113,1517.6,91.4,39.905414,32.805014,-0.22,1.90,-10.72,1.58,9.99,-0.01,39.906414,32.806014,847.6
2026-05-10 15:18:50,114,1529.8,98.5,39.905415,32.805015,-3.89,1.54,-9.98,6.24,10.40,-0.56,39.906415,32.806015,846.4
2026-05-10 15:18:50,115,1525.7,95.6,39.905416,32.805016,-0.45,0.55,-9.44,7.93,6.66,-0.21,39.906416,32.806016,846.8
2026-05-10 15:18:51,116,1540.4,96.5,39.905417,32.805017,0.87,1.70,-8.84,2.41,6.77,0.23,39.906417,32.806017,845.3
2026-05-10 15:18:51,117,1557.3,99.3,39.905418,32.805018,-0.70,-2.00,-11.06,2.24,11.27,-1.51,39.906418,32.806018,843.6
2026-05-10 15:18:51,118,1598.9,95.7,39.905419,32.805019,2.61,1.56,-8.06,4.05,3.72,-0.35,39.906419,32.806019,839.5
2026-05-10 15:18:51,119,1595.4,96.9,39.905420,32.805020,-2.15,0.95,-7.89,5.85,12.87,1.48,39.906420,32.806020,839.9
2026-05-10 15:18:51,120,1603.6,100.5,39.905421,32.805021,2.50,-0.67,-11.94,3.88,-0.50,0.82,39.906421,32.806021,839.0
2026-05-10 15:18:51,121,1612.6,99.7,39.905422,32.805022,0.22,3.47,-10.99,2.22,15.34,0.13,39.906422,32.806022,838.2
2026-05-10 15:18:51,122,1615.6,98.0,39.905423,32.805023,-3.21,-0.09,-9.36,2.70,4.59,0.86,39.906423,32.806023,837.9
2026-05-10 15:18:51,123,1617.2,101.6,39.905424,32.805024,0.88,-0.56,-10.13,6.55,9.20,-0.13,39.906424,32.806024,837.7
2026-05-10 15:18:51,124,1627.9,101.0,39.905425,32.805025,-1.28,5.08,-7.95,5.51,20.75,-0.00,39.906425,32.806025,836.6
2026-05-10 15:18:51,125,1645.7,101.2,39.905426,32.805026,2.50,2.34,-10.89,5.32,17.91,1.07,39.906426,32.806026,834.9
2026-05-10 15:18:52,126,1651.0,102.6,39.905427,32.805027,-0.19,-2.14,-10.81,4.09,12.59,1.11,39.906427,32.806027,834.4
2026-05-10 15:18:52,127,1677.5,103.8,39.905428,32.805028,1.40,2.94,-10.36,2.81,12.22,-0.98,39.906428,32.806028,831.8
2026-05-10 15:18:52,128,1700.4,106.4,39.905429,32.805029,0.45,1.47,-9.57,6.49,0.02,2.00,39.906429,32.806029,829.5
2026-05-10 15:18:52,129,1688.4,109.3,39.905430,32.805030,-1.54,3.10,-9.82,5.57,11.64,0.62,39.906430,32.806030,830.7
2026-05-10 15:18:52,130,1708.5,106.6,39.905431,32.805031,-2.89,1.02,-9.80,5.33,1.33,-0.86,39.906431,32.806031,828.8
2026-05-10 15:18:52,131,1722.2,108.8,39.905432,32.805032,0.68,1.58,-6.77,1.63,15.77,0.25,39.906432,32.806032,827.4
2026-05-10 15:18:52,132,1742.2,105.4,39.905433,32.805033,2.28,-0.66,-10.04,3.15,8.94,1.13,39.906433,32.806033,825.5
2026-05-10 15:18:52,133,1724.1,107.5,39.905434,32.805034,0.27,0.10,-9.34,4.37,5.45,-0.20,39.906434,32.806034,827.2
2026-05-10 15:18:52,134,1742.3,111.4,39.905435,32.805035,-5.97,1.83,-9.76,-0.74,9.38,0.93,39.906435,32.806035,825.5
2026-05-10 15:18:52,135,1757.7,108.9,39.905436,32.805036,3.72,0.91,-11.80,6.04,16.29,0.12,39.906436,32.806036,824.0
2026-05-10 15:18:53,136,1766.3,108.8,39.905437,32.805037,-5.00,0.85,-9.94,2.33,15.08,0.95,39.906437,32.806037,823.1
2026-05-10 15:18:53,137,1763.6,112.5,39.905438,32.805038,1.28,0.16,-9.57,4.33,4.44,-1.66,39.906438,32.806038,823.4
2026-05-10 15:18:53,138,1807.8,112.8,39.905439,32.805039,0.73,-0.45,-11.59,2.46,9.47,-0.28,39.906439,32.806039,819.1
2026-05-10 15:18:53,139,1792.7,111.0,39.905440,32.805040,-3.06,-0.02,-9.57,5.68,11.68,-0.02,39.906440,32.806040,820.6
2026-05-10 15:18:53,140,1815.5,114.2,39.905441,32.805041,1.16,0.19,-11.45,3.41,17.70,-0.43,39.906441,32.806041,818.4
2026-05-10 15:18:53,141,1822.8,113.7,39.905442,32.805042,-4.25,2.23,-10.18,5.10,5.69,0.41,39.906442,32.806042,817.7
2026-05-10 15:18:53,142,1835.3,113.0,39.905443,32.805043,-2.59,0.34,-10.64,5.20,14.35,0.23,39.906443,32.806043,816.5
2026-05-10 15:18:53,143,1838.1,111.8,39.905444,32.805044,0.22,-1.65,-8.86,5.37,12.79,-0.47,39.906444,32.806044,816.2
2026-05-10 15:18:53,144,1871.0,113.3,39.905445,32.805045,1.36,-0.81,-9.02,5.05,5.08,-0.72,39.906445,32.806045,813.1
2026-05-10 15:18:54,145,1871.9,116.8,39.905446,32.805046,-0.31,6.10,-9.23,3.93,9.85,-0.69,39.906446,32.806046,813.0
2026-05-10 15:18:54,146,1887.0,116.9,39.905447,32.805047,1.33,0.03,-9.24,6.67,12.26,2.37,39.906447,32.806047,811.5
2026-05-10 15:18:54,147,1892.9,117.6,39.905448,32.805048,3.78,-3.75,-10.98,5.26,7.03,0.55,39.906448,32.806048,811.0
2026-05-10 15:18:54,148,1905.5,120.6,39.905449,32.805049,-1.25,-1.45,-8.66,3.81,13.04,-1.25,39.906449,32.806049,809.8
2026-05-10 15:18:54,149,1886.7,115.6,39.905450,32.805050,1.93,3.93,-7.80,3.06,14.18,2.05,39.906450,32.806050,811.6
2026-05-10 15:18:54,150,1912.5,119.7,39.905451,32.805051,0.48,-2.29,-8.58,8.82,3.45,1.04,39.906451,32.806051,809.1
2026-05-10 15:18:54,151,1934.6,119.4,39.905452,32.805052,0.71,3.75,-10.23,7.96,5.64,-0.45,39.906452,32.806052,807.0
2026-05-10 15:18:54,152,1939.0,117.2,39.905453,32.805053,-0.29,2.44,-11.21,2.49,0.82,0.17,39.906453,32.806053,806.6
2026-05-10 15:18:54,153,1956.9,114.4,39.905454,32.805054,-0.47,2.16,-12.36,4.72,10.04,-0.66,39.906454,32.806054,804.9
2026-05-10 15:18:54,154,1946.8,121.6,39.905455,32.805055,-2.40,0.24,-8.82,3.07,6.63,1.27,39.906455,32.806055,805.8
2026-05-10 15:18:55,155,1981.5,121.6,39.905456,32.805056,1.28,0.91,-11.67,6.42,3.72,-0.16,39.906456,32.806056,802.6
2026-05-10 15:18:55,156,1975.1,117.9,39.905457,32.805057,2.89,0.01,-10.17,7.23,11.31,0.80,39.906457,32.806057,803.2
2026-05-10 15:18:55,157,1983.3,124.5,39.905458,32.805058,-0.71,1.23,-11.10,3.88,13.64,1.78,39.906458,32.806058,802.4
2026-05-10 15:18:55,158,2008.2,123.7,39.905459,32.805059,-0.82,1.04,-6.06,2.61,20.07,-0.46,39.906459,32.806059,800.0
2026-05-10 15:18:55,159,2017.2,122.9,39.905460,32.805060,1.78,1.14,-8.36,4.95,8.68,-1.11,39.906460,32.806060,799.2
2026-05-10 15:18:55,160,2011.5,125.2,39.905461,32.805061,0.55,-3.67,-8.40,7.89,11.03,-0.54,39.906461,32.806061,799.7
2026-05-10 15:18:55,161,2049.4,123.3,39.905462,32.805062,1.72,-3.10,-8.61,6.25,12.99,1.98,39.906462,32.806062,796.2
2026-05-10 15:18:55,162,2035.8,127.1,39.905463,32.805063,-1.56,-2.98,-9.32,6.35,10.50,-2.35,39.906463,32.806063,797.4
2026-05-10 15:18:55,163,2047.4,126.2,39.905464,32.805064,2.43,1.71,-9.22,6.79,-1.33,-0.38,39.906464,32.806064,796.4
2026-05-10 15:18:56,164,2048.8,125.9,39.905465,32.805065,5.04,-4.38,-9.41,3.52,9.46,-0.88,39.906465,32.806065,796.2
2026-05-10 15:18:56,165,2068.4,125.2,39.905466,32.805066,4.09,-1.66,-9.84,5.52,21.84,-0.05,39.906466,32.806066,794.4
2026-05-10 15:18:56,166,2091.0,129.7,39.905467,32.805067,-1.44,2.42,-9.24,6.13,16.86,0.44,39.906467,32.806067,792.3
2026-05-10 15:18:56,167,2081.8,125.4,39.905468,32.805068,-0.15,0.87,-9.35,5.44,11.95,0.64,39.906468,32.806068,793.1
2026-05-10 15:18:56,168,2106.9,125.8,39.905469,32.805069,0.31,3.03,-8.66,4.83,7.02,-0.63,39.906469,32.806069,790.8
2026-05-10 15:18:56,169,2085.0,126.9,39.905470,32.805070,1.64,-0.05,-8.41,4.33,9.85,-0.08,39.906470,32.806070,792.8
2026-05-10 15:18:56,170,2113.7,129.8,39.905471,32.805071,2.63,2.12,-8.94,2.14,16.27,-0.90,39.906471,32.806071,790.2
2026-05-10 15:18:56,171,2115.2,128.8,39.905472,32.805072,2.14,0.66,-9.38,5.36,14.15,-0.83,39.906472,32.806072,790.0
2026-05-10 15:18:56,172,2134.3,131.1,39.905473,32.805073,0.08,3.76,-8.36,6.35,11.10,-0.86,39.906473,32.806073,788.3
2026-05-10 15:18:56,173,2146.5,126.6,39.905474,32.805074,3.37,-1.45,-10.33,4.92,11.24,-0.24,39.906474,32.806074,787.1
2026-05-10 15:18:57,174,2158.3,128.1,39.905475,32.805075,0.77,1.15,-8.42,3.45,11.33,-0.32,39.906475,32.806075,786.0
2026-05-10 15:18:57,175,2169.7,127.9,39.905476,32.805076,-2.71,-2.78,-8.06,7.48,17.03,-1.46,39.906476,32.806076,785.0
2026-05-10 15:18:57,176,2176.7,133.0,39.905477,32.805077,-0.32,-2.85,-8.25,3.09,16.14,0.08,39.906477,32.806077,784.3
2026-05-10 15:18:57,177,2176.5,131.5,39.905478,32.805078,0.08,-1.54,-9.19,2.00,1.59,0.70,39.906478,32.806078,784.4
2026-05-10 15:18:57,178,2181.3,132.4,39.905479,32.805079,0.30,-3.28,-9.11,5.97,17.33,-1.68,39.906479,32.806079,783.9
2026-05-10 15:18:57,179,2190.3,133.5,39.905480,32.805080,-2.05,-3.72,-12.24,7.38,11.90,1.35,39.906480,32.806080,783.1
2026-05-10 15:18:57,180,2204.1,132.9,39.905481,32.805081,1.11,1.30,-10.19,6.24,20.92,-0.70,39.906481,32.806081,781.8
2026-05-10 15:18:57,181,2207.5,131.5,39.905482,32.805082,1.05,2.03,-9.19,5.33,10.69,-0.12,39.906482,32.806082,781.5
2026-05-10 15:18:57,182,2201.9,131.4,39.905483,32.805083,0.16,0.78,-11.59,6.79,6.32,-0.15,39.906483,32.806083,782.0
2026-05-10 15:18:58,183,2233.4,130.7,39.905484,32.805084,-4.61,2.10,-11.33,6.76,19.52,1.32,39.906484,32.806084,779.1
2026-05-10 15:18:58,184,2246.4,132.2,39.905485,32.805085,0.91,0.30,-9.04,4.27,16.87,-0.21,39.906485,32.806085,777.9
2026-05-10 15:18:58,185,2233.7,134.9,39.905486,32.805086,1.55,-1.26,-9.49,6.48,18.39,0.36,39.906486,32.806086,779.1
