KayitZamani,PaketNumarasi,Irtifa,Hiz,Enlem,Boylam,IvmeX,IvmeY,IvmeZ,FaEnlem,FaBoylam,FaBasinc
2026-05-10 14:19:00,27,383.1,27.5,39.905327,32.804927,1.49,0.73,-9.77,39.906327,32.805927,968.6
2026-05-10 14:19:00,28,378.8,25.7,39.905328,32.804928,0.34,1.56,-11.78,39.906328,32.805928,969.1
2026-05-10 14:19:00,29,401.3,27.7,39.905329,32.804929,-0.61,-0.82,-10.53,39.906329,32.805929,966.5
2026-05-10 14:19:00,30,417.8,27.4,39.905330,32.804930,2.45,1.63,-9.05,39.906330,32.805930,964.6
2026-05-10 14:19:01,31,425.1,28.5,39.905331,32.804931,2.89,-2.68,-10.41,39.906331,32.805931,963.8
2026-05-10 14:19:01,32,444.0,31.2,39.905332,32.804932,2.08,1.39,-8.51,39.906332,32.805932,961.7
2026-05-10 14:19:01,33,445.7,31.2,39.905333,32.804933,-0.85,-0.26,-9.56,39.906333,32.805933,961.5
2026-05-10 14:19:01,34,478.5,31.5,39.905334,32.804934,-0.69,-4.03,-8.78,39.906334,32.805934,957.8
2026-05-10 14:19:01,35,496.8,31.7,39.905335,32.804935,2.15,-1.30,-9.84,39.906335,32.805935,955.7
2026-05-10 14:19:01,36,488.9,34.2,39.905336,32.804936,-2.72,0.64,-8.00,39.906336,32.805936,956.6
2026-05-10 14:19:01,37,524.8,33.2,39.905337,32.804937,-0.24,1.67,-8.62,39.906337,32.805937,952.6
2026-05-10 14:19:01,38,519.6,38.0,39.905338,32.804938,4.42,0.14,-9.44,39.906338,32.805938,953.2
2026-05-10 14:19:01,39,555.4,34.3,39.905339,32.804939,4.25,-0.88,-10.45,39.906339,32.805939,949.2
2026-05-10 14:19:01,40,548.5,34.5,39.905340,32.804940,0.76,-1.02,-10.29,39.906340,32.805940,949.9
2026-05-10 14:19:02,41,556.8,35.1,39.905341,32.804941,6.59,0.32,-12.68,39.906341,32.805941,949.0
2026-05-10 14:19:02,42,564.4,38.5,39.905342,32.804942,0.19,0.46,-9.92,39.906342,32.805942,948.2
2026-05-10 14:19:02,43,583.2,40.2,39.905343,32.804943,-0.01,6.47,-9.42,39.906343,32.805943,946.1
2026-05-10 14:19:02,44,615.7,40.1,39.905344,32.804944,1.45,-2.38,-8.84,39.906344,32.805944,942.4
2026-05-10 14:19:02,45,624.6,38.3,39.905345,32.804945,0.98,-1.96,-10.22,39.906345,32.805945,941.5
2026-05-10 14:19:02,46,632.8,41.2,39.905346,32.804946,0.36,0.06,-11.04,39.906346,32.805946,940.6
2026-05-10 14:19:02,46,655.8,40.8,39.905347,32.804947,0.74,-0.85,-11.74,39.906347,32.805947,938.0
2026-05-10 14:19:02,47,645.6,41.3,39.905348,32.804948,1.99,2.50,-9.15,39.906348,32.805948,939.1
2026-05-10 14:19:02,48,699.0,45.9,39.905349,32.804949,-0.38,4.29,-11.08,39.906349,32.805949,933.3
2026-05-10 14:19:02,49,694.2,45.4,39.905350,32.804950,-0.56,-2.15,-8.67,39.906350,32.805950,933.8
2026-05-10 14:19:03,50,693.0,41.6,39.905351,32.804951,3.28,2.42,-12.10,39.906351,32.805951,933.9
2026-05-10 14:19:03,51,709.7,48.5,39.905352,32.804952,3.11,0.29,-9.90,39.906352,32.805952,932.1
2026-05-10 14:19:03,52,737.7,43.9,39.905353,32.804953,-1.09,0.82,-9.82,39.906353,32.805953,929.0
2026-05-10 14:19:03,53,758.3,48.6,39.905354,32.804954,-0.82,1.74,-9.89,39.906354,32.805954,926.8
2026-05-10 14:19:03,54,750.3,45.0,39.905355,32.804955,2.05,-0.50,-10.69,39.906355,32.805955,927.6
2026-05-10 14:19:03,55,782.2,49.0,39.905356,32.804956,1.49,-1.27,-10.13,39.906356,32.805956,924.2
2026-05-10 14:19:03,56,788.4,49.9,39.905357,32.804957,-5.61,-1.25,-8.66,39.906357,32.805957,923.5
2026-05-10 14:19:03,57,803.5,51.9,39.905358,32.804958,1.31,4.12,-9.33,39.906358,32.805958,921.9
2026-05-10 14:19:03,58,827.1,49.9,39.905359,32.804959,2.32,-1.64,-10.06,39.906359,32.805959,919.3
2026-05-10 14:19:04,59,832.4,50.9,39.905360,32.804960,2.07,2.22,-10.27,39.906360,32.805960,918.7
2026-05-10 14:19:04,60,850.5,53.8,39.905361,32.804961,1.71,-1.37,-10.01,39.906361,32.805961,916.8
2026-05-10 14:19:04,61,851.9,53.7,39.905362,32.804962,-2.40,-3.05,-11.58,39.906362,32.805962,916.6
2026-05-10 14:19:04,62,877.9,57.7,39.905363,32.804963,0.36,5.09,-8.03,39.906363,32.805963,913.8
2026-05-10 14:19:04,63,892.7,55.7,39.905364,32.804964,3.76,1.61,-9.58,39.906364,32.805964,912.2
2026-05-10 14:19:04,64,885.7,52.9,39.905365,32.804965,3.54,-5.58,-8.43,39.906365,32.805965,913.0
2026-05-10 14:19:04,65,922.9,59.7,39.905366,32.804966,0.19,3.93,-9.31,39.906366,32.805966,909.0
2026-05-10 14:19:04,66,938.4,59.3,39.905367,32.804967,-1.02,-2.68,-9.40,39.906367,32.805967,907.3
2026-05-10 14:19:04,67,960.7,57.0,39.905368,32.804968,-4.47,-0.02,-9.86,39.906368,32.805968,905.0
2026-05-10 14:19:04,68,950.3,61.3,39.905369,32.804969,-2.06,2.59,-9.66,39.906369,32.805969,906.1
2026-05-10 14:19:05,69,966.7,60.3,39.905370,32.804970,-3.60,-2.34,-10.99,39.906370,32.805970,904.3
2026-05-10 14:19:05,70,956.7,64.4,39.905371,32.804971,2.74,1.61,-8.83,39.906371,32.805971,905.4
2026-05-10 14:19:05,71,993.7,60.5,39.905372,32.804972,2.17,-1.50,-9.64,39.906372,32.805972,901.5
2026-05-10 14:19:05,72,999.0,66.0,39.905373,32.804973,-3.25,5.50,-9.88,39.906373,32.805973,900.9
2026-05-10 14:19:05,73,1007.9,67.1,39.905374,32.804974,0.07,-1.50,-9.64,39.906374,32.805974,900.0
2026-05-10 14:19:05,74,1037.7,62.9,39.905375,32.804975,-2.79,2.15,-11.72,39.906375,32.805975,896.8
2026-05-10 14:19:05,75,1022.3,67.1,39.905376,32.804976,-1.58,2.46,-10.65,39.906376,32.805976,898.4
2026-05-10 14:19:05,76,1070.0,65.5,39.905377,32.804977,0.48,-2.35,-10.10,39.906377,32.805977,893.4
2026-05-10 14:19:05,77,1061.4,66.4,39.905378,32.804978,-0.62,4.57,-8.18,39.906378,32.805978,894.3
2026-05-10 14:19:05,78,1076.6,65.7,39.905379,32.804979,-0.54,-0.13,-9.88,39.906379,32.805979,892.7
2026-05-10 14:19:06,79,1084.0,63.1,39.905380,32.804980,-2.54,-1.26,-9.81,39.906380,32.805980,891.9
2026-05-10 14:19:06,80,1082.6,71.6,39.905381,32.804981,-0.73,-3.64,-10.55,39.906381,32.805981,892.1
2026-05-10 14:19:06,81,1116.0,71.4,39.905382,32.804982,-0.16,-0.32,-9.96,39.906382,32.805982,888.6
2026-05-10 14:19:06,82,1133.0,69.4,39.905383,32.804983,-2.52,0.91,-9.42,39.906383,32.805983,886.8
2026-05-10 14:19:06,83,1145.4,72.3,39.905384,32.804984,-0.01,1.32,-11.09,39.906384,32.805984,885.5
2026-05-10 14:19:06,84,1167.8,74.6,39.905385,32.804985,-1.61,-1.20,-9.61,39.906385,32.805985,883.2
2026-05-10 14:19:06,85,1160.6,71.6,39.905386,32.804986,-1.96,4.13,-8.72,39.906386,32.805986,883.9
2026-05-10 14:19:06,86,1177.0,71.3,39.905387,32.804987,0.36,1.23,-9.60,39.906387,32.805987,882.2
2026-05-10 14:19:06,87,1210.9,73.5,39.905388,32.804988,-3.34,0.37,-8.97,39.906388,32.805988,878.7
2026-05-10 14:19:06,88,1212.2,76.7,39.905389,32.804989,1.44,2.16,-10.17,39.906389,32.805989,878.6
2026-05-10 14:19:07,89,1208.2,77.2,39.905390,32.804990,0.06,1.10,-10.10,39.906390,32.805990,879.0
2026-05-10 14:19:07,90,1235.4,80.3,39.905391,32.804991,-2.96,-3.05,-10.56,39.906391,32.805991,876.2
2026-05-10 14:19:07,91,1250.5,82.8,39.905392,32.804992,-0.46,4.40,-11.85,39.906392,32.805992,874.6
2026-05-10 14:19:07,92,1248.8,81.4,39.905393,32.804993,0.59,2.23,-12.19,39.906393,32.805993,874.8
2026-05-10 14:19:07,93,1257.5,81.1,39.905394,32.804994,-1.07,1.80,-9.18,39.906394,32.805994,873.9
2026-05-10 14:19:07,94,1276.2,85.0,39.905395,32.804995,1.28,-0.19,-9.91,39.906395,32.805995,872.0
2026-05-10 14:19:07,95,1286.5,80.4,39.905396,32.804996,-1.15,0.96,-12.03,39.906396,32.805996,870.9
2026-05-10 14:19:07,96,1307.3,80.0,39.905397,32.804997,1.18,3.43,-10.70,39.906397,32.805997,868.8
2026-05-10 14:19:07,97,1309.4,85.0,39.905398,32.804998,-4.02,-0.21,-10.75,39.906398,32.805998,868.6
2026-05-10 14:19:07,98,1312.2,84.9,39.905399,32.804999,3.16,-0.99,-8.42,39.906399,32.805999,868.3
2026-05-10 14:19:08,99,1342.5,88.2,39.905400,32.805000,1.72,0.73,-10.51,39.906400,32.806000,865.2
2026-05-10 14:19:08,100,1354.6,82.7,39.905401,32.805001,4.01,2.11,-8.84,39.906401,32.806001,864.0
2026-05-10 14:19:08,101,1373.3,85.8,39.905402,32.805002,-0.39,-0.05,-9.24,39.906402,32.806002,862.1
2026-05-10 14:19:08,102,1400.2,86.5,39.905403,32.805003,0.29,1.50,-8.53,39.906403,32.806003,859.4
2026-05-10 14:19:08,103,1387.2,86.5,39.905404,32.805004,2.77,-2.03,-10.55,39.906404,32.806004,860.7
2026-05-10 14:19:08,104,1412.6,90.6,39.905405,32.805005,-1.57,-4.59,-9.96,39.906405,32.806005,858.1
2026-05-10 14:19:08,105,1404.3,92.0,39.905406,32.805006,0.77,-0.23,-10.97,39.906406,32.806006,859.0
2026-05-10 14:19:08,106,1434.6,89.7,39.905407,32.805007,3.35,0.48,-11.40,39.906407,32.806007,855.9
2026-05-10 14:19:08,107,1423.0,92.2,39.905408,32.805008,3.91,-1.90,-8.55,39.906408,32.806008,857.1
2026-05-10 14:19:08,108,1439.3,93.1,39.905409,32.805009,1.67,0.10,-7.91,39.906409,32.806009,855.4
2026-05-10 14:19:09,109,1468.5,92.2,39.905410,32.805010,-1.72,-0.28,-9.69,39.906410,32.806010,852.5
2026-05-10 14:19:09,110,1470.6,88.1,39.905411,32.805011,-0.27,5.23,-12.00,39.906411,32.806011,852.3
2026-05-10 14:19:09,111,1490.7,95.5,39.905412,32.805012,-1.82,-2.40,-9.41,39.906412,32.806012,850.3
2026-05-10 14:19:09,112,1503.9,95.0,39.905413,32.805013,3.63,1.01,-9.97,39.906413,32.806013,848.9
2026-05-10 14:19:09,113,1508.5,91.8,39.905414,32.805014,-0.54,4.84,-9.29,39.906414,32.806014,848.5
2026-05-10 14:19:09,114,1529.7,94.3,39.905415,32.805015,2.04,-0.25,-8.75,39.906415,32.806015,846.4
2026-05-10 14:19:09,115,1546.4,95.6,39.905416,32.805016,1.24,-1.60,-10.52,39.906416,32.806016,844.7
2026-05-10 14:19:09,116,1558.3,95.1,39.905417,32.805017,-0.70,-3.62,-9.99,39.906417,32.806017,843.5
2026-05-10 14:19:09,117,1536.6,96.2,39.905418,32.805018,-1.92,0.31,-9.19,39.906418,32.806018,845.7
2026-05-10 14:19:10,118,1582.8,98.3,39.905419,32.805019,-0.48,-6.42,-12.03,39.906419,32.806019,841.1
2026-05-10 14:19:10,119,1584.7,101.2,39.905420,32.805020,-2.15,0.97,-9.01,39.906420,32.806020,840.9
2026-05-10 14:19:10,120,1595.9,100.3,39.905421,32.805021,0.20,1.39,-7.76,39.906421,32.806021,839.8
2026-05-10 14:19:10,121,1611.0,100.5,39.905422,32.805022,-0.55,-0.39,-10.33,39.906422,32.806022,838.3
2026-05-10 14:19:10,122,1614.9,101.4,39.905423,32.805023,1.04,3.13,-10.95,39.906423,32.806023,837.9
2026-05-10 14:19:10,123,1637.8,98.8,39.905424,32.805024,3.87,0.12,-9.74,39.906424,32.806024,835.7
2026-05-10 14:19:10,124,1635.0,102.8,39.905425,32.805025,1.29,1.21,-9.42,39.906425,32.806025,835.9
2026-05-10 14:19:10,125,1657.7,105.3,39.905426,32.805026,3.94,0.88,-11.76,39.906426,32.806026,833.7
2026-05-10 14:19:10,126,1641.3,102.4,39.905427,32.805027,0.15,-5.94,-8.10,39.906427,32.806027,835.3
2026-05-10 14:19:10,127,1665.4,100.6,39.905428,32.805028,3.25,-0.89,-6.84,39.906428,32.806028,833.0
2026-05-10 14:19:11,128,1684.5,102.5,39.905429,32.805029,0.48,-1.27,-9.30,39.906429,32.806029,831.1
2026-05-10 14:19:11,129,1706.5,104.6,39.905430,32.805030,-3.83,0.19,-10.34,39.906430,32.806030,828.9
2026-05-10 14:19:11,130,1705.3,107.9,39.905431,32.805031,0.21,2.29,-10.50,39.906431,32.806031,829.1
2026-05-10 14:19:11,131,1731.9,107.0,39.905432,32.805032,0.30,-0.82,-10.56,39.906432,32.806032,826.5
2026-05-10 14:19:11,132,1737.1,108.0,39.905433,32.805033,1.29,4.77,-9.22,39.906433,32.806033,826.0
2026-05-10 14:19:11,133,1738.9,108.2,39.905434,32.805034,0.43,1.93,-7.62,39.906434,32.806034,825.8
2026-05-10 14:19:11,134,1752.5,113.1,39.905435,32.805035,-2.32,0.26,-10.86,39.906435,32.806035,824.5
2026-05-10 14:19:11,135,1780.5,109.2,39.905436,32.805036,-2.02,-2.63,-9.92,39.906436,32.806036,821.8
2026-05-10 14:19:11,136,1770.6,110.5,39.905437,32.805037,1.24,-2.51,-10.32,39.906437,32.806037,822.7
2026-05-10 14:19:11,137,1791.2,112.0,39.905438,32.805038,-1.21,2.42,-10.68,39.906438,32.806038,820.7
2026-05-10 14:19:12,138,1791.2,111.0,39.905439,32.805039,1.60,0.80,-11.28,39.906439,32.806039,820.7
2026-05-10 14:19:12,139,1802.3,108.3,39.905440,32.805040,1.01,-1.92,-9.55,39.906440,32.806040,819.7
2026-05-10 14:19:12,140,1812.9,111.7,39.905441,32.805041,2.44,-0.21,-9.69,39.906441,32.806041,818.6
2026-05-10 14:19:12,141,1833.8,112.5,39.905442,32.805042,0.27,-2.23,-8.79,39.906442,32.806042,816.6
2026-05-10 14:19:12,142,1855.0,112.3,39.905443,32.805043,-0.70,-2.91,-7.55,39.906443,32.806043,814.6
2026-05-10 14:19:12,143,1849.0,115.4,39.905444,32.805044,-1.00,3.00,-12.21,39.906444,32.806044,815.2
2026-05-10 14:19:12,144,1868.3,114.6,39.905445,32.805045,0.89,0.70,-11.51,39.906445,32.806045,813.3
2026-05-10 14:19:12,145,1868.6,116.3,39.905446,32.805046,1.27,0.51,-9.07,39.906446,32.806046,813.3
2026-05-10 14:19:12,146,1899.2,112.9,39.905447,32.805047,3.06,0.27,-8.50,39.906447,32.806047,810.4
2026-05-10 14:19:12,147,1891.2,113.5,39.905448,32.805048,-1.14,0.65,-11.69,39.906448,32.806048,811.1
2026-05-10 14:19:13,148,1887.4,116.3,39.905449,32.805049,-0.35,-2.02,-9.10,39.906449,32.806049,811.5
2026-05-10 14:19:13,149,1894.4,121.5,39.905450,32.805050,-2.70,-1.92,-12.03,39.906450,32.806050,810.8
2026-05-10 14:19:13,150,1919.6,119.1,39.905451,32.805051,1.77,2.21,-10.01,39.906451,32.806051,808.4
2026-05-10 14:19:13,151,1930.3,115.3,39.905452,32.805052,0.48,-0.51,-9.62,39.906452,32.806052,807.4
2026-05-10 14:19:13,152,1939.6,112.9,39.905453,32.805053,0.59,-0.11,-9.55,39.906453,32.806053,806.5
2026-05-10 14:19:13,153,1972.6,117.8,39.905454,32.805054,2.23,-3.34,-9.75,39.906454,32.806054,803.4
2026-05-10 14:19:13,154,1945.3,117.9,39.905455,32.805055,0.16,3.52,-9.88,39.906455,32.806055,806.0
2026-05-10 14:19:13,155,1973.1,120.3,39.905456,32.805056,-2.01,-3.15,-11.59,39.906456,32.806056,803.3
2026-05-10 14:19:13,156,1986.8,119.7,39.905457,32.805057,-1.84,-2.57,-7.90,39.906457,32.806057,802.1
2026-05-10 14:19:13,157,1995.4,119.2,39.905458,32.805058,-3.86,7.19,-10.97,39.906458,32.806058,801.2
2026-05-10 14:19:14,158,1993.6,123.0,39.905459,32.805059,-4.41,-3.77,-9.31,39.906459,32.806059,801.4
2026-05-10 14:19:14,159,2018.4,118.8,39.905460,32.805060,-3.50,1.10,-9.75,39.906460,32.806060,799.1
2026-05-10 14:19:14,160,2032.4,125.6,39.905461,32.805061,2.73,-2.04,-10.35,39.906461,32.806061,797.8
2026-05-10 14:19:14,161,2036.4,123.3,39.905462,32.805062,-0.35,4.78,-9.63,39.906462,32.806062,797.4
2026-05-10 14:19:14,162,2031.5,124.8,39.905463,32.805063,0.83,0.31,-11.55,39.906463,32.806063,797.8
2026-05-10 14:19:14,163,2061.7,124.2,39.905464,32.805064,0.10,-3.04,-9.42,39.906464,32.806064,795.0
2026-05-10 14:19:14,164,2055.5,121.7,39.905465,32.805065,1.96,-1.61,-12.00,39.906465,32.806065,795.6
2026-05-10 14:19:14,165,2063.0,126.5,39.905466,32.805066,-0.26,-0.67,-11.31,39.906466,32.806066,794.9
2026-05-10 14:19:14,166,2087.2,129.0,39.905467,32.805067,1.21,-1.20,-8.94,39.906467,32.806067,792.6
2026-05-10 14:19:15,167,2072.6,126.2,39.905468,32.805068,1.55,0.74,-9.92,39.906468,32.806068,794.0
2026-05-10 14:19:15,168,2106.0,129.3,39.905469,32.805069,-2.45,2.96,-10.82,39.906469,32.806069,790.9
2026-05-10 14:19:15,169,2097.1,128.2,39.905470,32.805070,2.46,4.04,-9.16,39.906470,32.806070,791.7
2026-05-10 14:19:15,170,2113.1,124.3,39.905471,32.805071,-1.89,-0.37,-12.21,39.906471,32.806071,790.2
2026-05-10 14:19:15,171,2135.7,128.0,39.905472,32.805072,1.34,3.00,-8.71,39.906472,32.806072,788.1
2026-05-10 14:19:15,172,2139.2,128.6,39.905473,32.805073,-1.33,4.68,-8.80,39.906473,32.806073,787.8
2026-05-10 14:19:15,173,2137.1,125.9,39.905474,32.805074,-1.74,2.77,-9.44,39.906474,32.806074,788.0
2026-05-10 14:19:15,174,2152.4,131.0,39.905475,32.805075,1.47,-1.15,-10.96,39.906475,32.806075,786.6
2026-05-10 14:19:15,175,2149.2,130.2,39.905476,32.805076,-2.29,-5.63,-9.14,39.906476,32.806076,786.9
2026-05-10 14:19:15,176,2143.8,126.7,39.905477,32.805077,1.48,7.40,-10.22,39.906477,32.806077,787.4
2026-05-10 14:19:16,177,2168.9,130.9,39.905478,32.805078,0.55,-2.07,-9.34,39.906478,32.806078,785.1
2026-05-10 14:19:16,178,2181.8,131.8,39.905479,32.805079,-3.65,4.13,-8.59,39.906479,32.806079,783.9
2026-05-10 14:19:16,179,2196.6,133.3,39.905480,32.805080,-1.83,-0.69,-11.16,39.906480,32.806080,782.5
2026-05-10 14:19:16,180,2185.6,135.2,39.905481,32.805081,2.21,5.33,-9.29,39.906481,32.806081,783.5
2026-05-10 14:19:16,181,2194.0,134.5,39.905482,32.805082,4.62,-0.89,-10.16,39.906482,32.806082,782.7
2026-05-10 14:19:16,182,2210.7,134.7,39.905483,32.805083,3.11,3.21,-9.30,39.906483,32.806083,781.2
2026-05-10 14:19:16,183,2218.5,134.1,39.905484,32.805084,3.34,-5.82,-10.19,39.906484,32.806084,780.5
2026-05-10 14:19:16,184,2225.5,133.2,39.905485,32.805085,-1.37,-3.47,-10.42,39.906485,32.806085,779.8
2026-05-10 14:19:16,185,2238.9,133.2,39.905486,32.805086,0.23,3.78,-11.69,39.906486,32.806086,778.6
2026-05-10 14:19:17,186,2259.7,138.2,39.905487,32.805087,1.20,-2.72,-9.91,39.906487,32.806087,776.7
2026-05-10 14:19:17,187,2260.0,134.9,39.905488,32.805088,-3.57,-1.54,-10.88,39.906488,32.806088,776.7
2026-05-10 14:19:17,189,2274.2,133.1,39.905489,32.805089,0.56,0.39,-8.06,39.906489,32.806089,775.4
2026-05-10 14:19:17,190,2277.9,138.1,39.905490,32.805090,1.06,-0.85,-7.10,39.906490,32.806090,775.0
2026-05-10 14:19:17,191,2287.0,134.6,39.905491,32.805091,5.11,4.10,-10.51,39.906491,32.806091,774.2
2026-05-10 14:19:17,192,2305.9,137.5,39.905492,32.805092,-0.16,1.16,-9.06,39.906492,32.806092,772.5
2026-05-10 14:19:17,193,2311.9,139.2,39.905493,32.805093,1.79,5.21,-7.94,39.906493,32.806093,772.0
2026-05-10 14:19:17,194,2304.9,137.4,39.905494,32.805094,-2.95,2.28,-8.76,39.906494,32.806094,772.6
2026-05-10 14:19:18,195,2312.7,136.5,39.905495,32.805095,2.72,-2.54,-9.38,39.906495,32.806095,771.9
2026-05-10 14:19:18,196,2321.5,137.5,39.905496,32.805096,-1.74,2.45,-9.80,39.906496,32.806096,771.1
2026-05-10 14:19:18,197,2328.0,139.2,39.905497,32.805097,-1.29,-0.98,-11.00,39.906497,32.806097,770.5
2026-05-10 14:19:18,198,2348.3,137.8,39.905498,32.805098,0.72,-0.28,-11.35,39.906498,32.806098,768.7
2026-05-10 14:19:18,199,2342.2,140.0,39.905499,32.805099,-2.10,3.49,-8.99,39.906499,32.806099,769.2
2026-05-10 14:19:18,200,2368.2,136.4,39.905500,32.805100,1.10,0.12,-8.90,39.906500,32.806100,766.9
2026-05-10 14:19:18,201,2368.0,140.1,39.905501,32.805101,-5.41,-1.92,-8.73,39.906501,32.806101,766.9
2026-05-10 14:19:18,202,2372.9,136.3,39.905502,32.805102,-2.27,-3.30,-10.63,39.906502,32.806102,766.4
2026-05-10 14:19:18,203,2386.7,140.9,39.905503,32.805103,2.59,0.94,-11.45,39.906503,32.806103,765.2
2026-05-10 14:19:19,204,2370.8,142.2,39.905504,32.805104,0.29,-2.98,-13.24,39.906504,32.806104,766.6
2026-05-10 14:19:19,205,2392.6,139.0,39.905505,32.805105,0.69,-1.93,-11.05,39.906505,32.806105,764.7
2026-05-10 14:19:19,206,2407.1,139.9,39.905506,32.805106,-1.57,3.29,-9.67,39.906506,32.806106,763.4
2026-05-10 14:19:19,207,2402.0,139.7,39.905507,32.805107,-0.27,-1.35,-9.62,39.906507,32.806107,763.8
2026-05-10 14:19:19,208,2404.5,142.6,39.905508,32.805108,-0.02,1.55,-11.22,39.906508,32.806108,763.6
2026-05-10 14:19:19,209,2418.8,140.8,39.905509,32.805109,1.54,0.92,-9.71,39.906509,32.806109,762.3
2026-05-10 14:19:19,210,2419.1,140.6,39.905510,32.805110,1.25,0.56,-9.83,39.906510,32.806110,762.3
2026-05-10 14:19:19,211,2430.5,144.5,39.905511,32.805111,-2.31,-1.50,-8.86,39.906511,32.806111,761.3
2026-05-10 14:19:19,212,2455.5,145.2,39.905512,32.805112,3.30,3.49,-10.43,39.906512,32.806112,759.0
2026-05-10 14:19:20,213,2433.3,138.7,39.905513,32.805113,2.10,0.22,-11.00,39.906513,32.806113,761.0
2026-05-10 14:19:20,214,2449.9,146.7,39.905514,32.805114,-2.22,0.71,-10.15,39.906514,32.806114,759.5
2026-05-10 14:19:20,215,2478.4,143.2,39.905515,32.805115,1.06,3.27,-10.86,39.906515,32.806115,757.0
2026-05-10 14:19:20,216,2471.4,143.0,39.905516,32.805116,0.95,-0.38,-10.50,39.906516,32.806116,757.6
2026-05-10 14:19:20,217,2470.6,142.5,39.905517,32.805117,-0.61,3.06,-9.75,39.906517,32.806117,757.7
2026-05-10 14:19:20,218,2473.0,146.8,39.905518,32.805118,-2.73,1.67,-8.39,39.906518,32.806118,757.5
2026-05-10 14:19:20,219,2494.8,144.1,39.905519,32.805119,-0.02,1.24,-8.92,39.906519,32.806119,755.5
2026-05-10 14:19:20,220,2486.6,147.7,39.905520,32.805120,1.54,1.68,-9.20,39.906520,32.806120,756.3
2026-05-10 14:19:21,221,2496.0,149.0,39.905521,32.805121,-0.95,-2.56,-9.10,39.906521,32.806121,755.4
2026-05-10 14:19:21,222,2498.9,148.1,39.905522,32.805122,-1.95,1.96,-11.74,39.906522,32.806122,755.2
2026-05-10 14:19:21,223,2507.2,146.0,39.905523,32.805123,0.09,-2.04,-11.10,39.906523,32.806123,754.4
2026-05-10 14:19:21,224,2522.5,144.0,39.905524,32.805124,0.44,-2.32,-10.06,39.906524,32.806124,753.1
